# Weather station Sofia (weather station), Bulgaria, WMO_ID=15614,selection from 16.01.2017 till 16.01.2018, all days
# Encoding: UTF-8
# The data are provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=15614&lang=en
#
"Local time in Sofia (weather station)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.02.2017 17:00";"1.0";"717.2";"771.9";"-0.4";"74";"Wind blowing from the north";"1";"";"";"20–30%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"-10.0";"2.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"8.0";"-3.1";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"18.0";
"01.02.2017 14:00";"-0.5";"717.6";"772.6";"-0.1";"74";"Wind blowing from the east-northeast";"1";"";"";"20–30%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"-10.0";"0.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"8.0";"-4.6";"No precipitation";"6";"";"";"Uneven layer of compact or wet snow covering ground completely.";"18.0";
"01.02.2017 11:00";"-5.0";"717.7";"773.6";"0.1";"87";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"-10.0";"-5.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"-6.9";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"18.0";
"01.02.2017 08:00";"-9.2";"717.6";"774.5";"0.5";"97";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"-10.5";"-4.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"-9.6";"No precipitation";"12";"";"";"Uneven layer of compact or wet snow covering ground completely.";"18.0";
"01.02.2017 05:00";"-9.4";"717.1";"774.0";"0.0";"97";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-9.6";"-4.6";"";"";"";"";"";"10.0";"-9.8";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"18.0";
"01.02.2017 02:00";"-7.6";"717.1";"773.7";"0.0";"98";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-8.4";"-4.6";"";"";"";"";"";"12.0";"-7.9";"No precipitation";"6";"";"";"Uneven layer of compact or wet snow covering ground completely.";"18.0";
"31.01.2017 23:00";"-7.0";"717.1";"773.5";"0.1";"98";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-7.2";"-4.6";"";"";"";"";"";"12.0";"-7.3";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"18.0";
"31.01.2017 20:00";"-4.8";"717.0";"772.9";"0.2";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-5.0";"0.6";"";"";"";"";"";"12.0";"-5.4";"No precipitation";"12";"";"";"Uneven layer of compact or wet snow covering ground completely.";"18.0";
"31.01.2017 17:00";"-0.3";"716.8";"771.7";"-0.2";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-3.3";"0.6";"";"";"";"";"";"14.0";"-4.4";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"18.0";
"31.01.2017 14:00";"0.2";"717.0";"771.8";"-0.7";"73";"Wind blowing from the east";"3";"";"";"50%.";" ";"";"";"-3.3";"0.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-4.1";"No precipitation";"6";"";"";"Uneven layer of compact or wet snow covering ground completely.";"18.0";
"31.01.2017 11:00";"-1.6";"717.7";"772.9";"0.4";"78";"Wind blowing from the east";"2";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-3.3";"-1.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"8.0";"-5.0";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"20.0";
"31.01.2017 08:00";"-3.2";"717.3";"772.9";"0.1";"88";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-5.2";"-3.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"8.0";"-4.9";"No precipitation";"12";"";"";"Uneven layer of compact or wet snow covering ground completely.";"20.0";
"31.01.2017 05:00";"-3.4";"717.2";"772.8";"-0.2";"92";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-5.0";"-3.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"8.0";"-4.5";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"20.0";
"31.01.2017 02:00";"-3.8";"717.4";"773.2";"-0.2";"87";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"-5.0";"-3.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-5.6";"No precipitation";"6";"";"";"Uneven layer of compact or wet snow covering ground completely.";"20.0";
"30.01.2017 23:00";"-3.9";"717.6";"773.3";"0.5";"86";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"-5.0";"-3.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"-6.0";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"20.0";
"30.01.2017 20:00";"-4.8";"717.1";"773.0";"0.6";"89";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"-10.6";"-0.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"-6.4";"No precipitation";"12";"";"";"Uneven layer of compact or wet snow covering ground completely.";"20.0";
"30.01.2017 17:00";"-2.2";"716.5";"771.7";"-0.2";"81";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"-10.6";"-0.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"-5.1";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"20.0";
"30.01.2017 14:00";"-0.8";"716.7";"771.7";"-0.5";"79";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"-10.6";"-0.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"14.0";"-4.1";"No precipitation";"6";"";"";"Uneven layer of compact or wet snow covering ground completely.";"22.0";
"30.01.2017 11:00";"-3.6";"717.2";"772.9";"0.1";"94";"Wind blowing from the east";"3";"";"";"50%.";" ";"";"";"-10.6";"-3.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"-4.5";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"30.01.2017 08:00";"-10.4";"717.1";"774.3";"-0.3";"94";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"-11.0";"-5.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"14.0";"-11.2";"No precipitation";"12";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"30.01.2017 05:00";"-7.8";"717.4";"774.1";"-0.4";"95";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"-9.5";"-5.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"-8.5";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"30.01.2017 02:00";"-6.8";"717.8";"774.2";"0.4";"95";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"-9.5";"-5.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"-7.5";"No precipitation";"6";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"29.01.2017 23:00";"-7.4";"717.4";"773.9";"0.4";"98";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"-7.6";"-5.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"-7.7";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"29.01.2017 20:00";"-5.4";"717.0";"773.0";"0.8";"91";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"-9.6";"-2.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"-6.7";"No precipitation";"12";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"29.01.2017 17:00";"-2.8";"716.2";"771.7";"0.0";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"-9.6";"-2.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"-5.4";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"29.01.2017 14:00";"-3.0";"716.2";"771.6";"-0.9";"76";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"-9.6";"-3.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"-6.7";"No precipitation";"6";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"29.01.2017 11:00";"-8.4";"717.1";"773.8";"0.5";"97";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"-9.6";"-8.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"-8.8";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"29.01.2017 08:00";"-9.6";"716.6";"773.5";"-0.1";"94";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"-10.1";"-3.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"18.0";"-10.4";"No precipitation";"12";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"29.01.2017 05:00";"-8.2";"716.7";"773.3";"-0.1";"100";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"-8.5";"-3.4";"";"";"";"";"";"10.0";"-8.2";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"29.01.2017 02:00";"-5.2";"716.8";"772.7";"0.1";"91";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"-6.0";"-3.4";"";"";"";"";"";"10.0";"-6.5";"No precipitation";"6";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"28.01.2017 23:00";"-5.0";"716.7";"772.6";"0.1";"87";"Wind blowing from the west-southwest";"1";"";"";"40%.";" ";"";"";"-5.5";"-3.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-6.9";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"28.01.2017 20:00";"-3.4";"716.6";"772.2";"0.1";"79";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"-14.8";"-1.7";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-6.5";"No precipitation";"12";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"28.01.2017 17:00";"-2.0";"716.5";"771.7";"0.1";"74";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"-14.8";"-1.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"-6.1";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"28.01.2017 14:00";"-3.8";"716.4";"772.0";"-1.3";"75";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"-14.8";"-3.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"8.0";"-7.6";"No precipitation";"6";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"28.01.2017 11:00";"-7.2";"717.7";"774.1";"0.6";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-14.8";"-7.2";"";"";"";"";"";"10.0";"-9.4";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"28.01.2017 08:00";"-13.8";"717.1";"775.0";"0.7";"96";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"-14.8";"-9.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"12.0";"-14.3";"No precipitation";"12";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"28.01.2017 05:00";"-12.6";"716.4";"774.0";"-0.1";"100";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-13.4";"-9.8";"";"";"";"";"";"10.0";"-12.6";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"28.01.2017 02:00";"-12.5";"716.5";"774.1";"-0.2";"100";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-13.1";"-9.8";"";"";"";"";"";"10.0";"-12.5";"No precipitation";"6";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"27.01.2017 23:00";"-10.4";"716.7";"773.8";"-0.2";"100";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-10.7";"-9.8";"";"";"";"";"";"10.0";"-10.4";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"27.01.2017 20:00";"-9.9";"716.9";"773.9";"-0.5";"100";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"-12.0";"-3.4";"";"";"";"";"";"10.0";"-9.9";"Trace of precipitation";"12";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"27.01.2017 17:00";"-5.5";"717.4";"773.5";"-1.2";"89";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Clouds generally dissolving or becoming less developed. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"-12.0";"-3.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-7.1";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"27.01.2017 14:00";"-6.2";"718.6";"775.0";"-1.7";"95";"Wind blowing from the east-southeast";"2";"";"";"20–30%.";"Mist. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"-12.0";"-5.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"8.0";"-6.9";"Trace of precipitation";"6";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"27.01.2017 11:00";"-9.2";"720.3";"777.4";"0.2";"97";"Calm, no wind";"0";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-12.0";"-9.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"8.0";"-9.6";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
"27.01.2017 08:00";"-10.8";"720.1";"777.6";"0.4";"100";"Wind blowing from the south-southeast";"1";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-13.5";"-4.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"8.0";"-10.8";"No precipitation";"12";"";"";"Uneven layer of compact or wet snow covering ground completely.";"23.0";
